开始节点,开始节点类型,关系,结束节点,结束节点类型,文本
噪声防治措施,环境影响评价技术导则制药建设项目,给出,一次性投资,环境影响评价技术导则制药建设项目,给出噪声防治措施的一次性投资。
退役厂址,环境影响评价技术导则制药建设项目,监测,地下水,环境影响评价技术导则制药建设项目,"12.4 退役厂址
按9.2和9.3对企业搬迁项目退役厂址处的地下水和土壤进行监测。"
退役厂址,环境影响评价技术导则制药建设项目,监测,土壤,环境影响评价技术导则制药建设项目,"12.4 退役厂址
按9.2和9.3对企业搬迁项目退役厂址处的地下水和土壤进行监测。"
监测结果,环境影响评价技术导则制药建设项目,依据,土地利用规划,环境影响评价技术导则制药建设项目,"依据监测结果与土地利用规划，
分析现有场地土壤及地下水的污染状况，评价场地环境质量状况及环境风险，对建设单位提出退役厂址
14
HJ 611—2011
造成的地下水和土壤污染治理方案、计划要求，给出环境保护措施的一次性投资。"
场地土壤,环境影响评价技术导则制药建设项目,污染状况,地下水,环境影响评价技术导则制药建设项目,"依据监测结果与土地利用规划，
分析现有场地土壤及地下水的污染状况，评价场地环境质量状况及环境风险，对建设单位提出退役厂址
14
HJ 611—2011
造成的地下水和土壤污染治理方案、计划要求，给出环境保护措施的一次性投资。"
场地环境质量,环境影响评价技术导则制药建设项目,评价,环境风险,环境影响评价技术导则制药建设项目,"依据监测结果与土地利用规划，
分析现有场地土壤及地下水的污染状况，评价场地环境质量状况及环境风险，对建设单位提出退役厂址
14
HJ 611—2011
造成的地下水和土壤污染治理方案、计划要求，给出环境保护措施的一次性投资。"
退役厂址,环境影响评价技术导则制药建设项目,污染治理方案,地下水,环境影响评价技术导则制药建设项目,"12.4 退役厂址
按9.2和9.3对企业搬迁项目退役厂址处的地下水和土壤进行监测。"
退役厂址,环境影响评价技术导则制药建设项目,污染治理方案,土壤,环境影响评价技术导则制药建设项目,"12.4 退役厂址
按9.2和9.3对企业搬迁项目退役厂址处的地下水和土壤进行监测。"
环境保护措施,环境影响评价技术导则制药建设项目,给出,一次性投资,环境影响评价技术导则制药建设项目,"给出地下水与土壤
环境保护措施的一次性投资。"
以新带老,环境影响评价技术导则制药建设项目,解决措施,环境问题,环境影响评价技术导则制药建设项目,"12.5 “以新带老”措施
a）按照“以新带老”原则，对查找出的企业现存的环境问题或污染隐患提出技术合理、经济可行
的解决措施。"
以新带老,环境影响评价技术导则制药建设项目,解决措施,污染隐患,环境影响评价技术导则制药建设项目,"12.5 “以新带老”措施
a）按照“以新带老”原则，对查找出的企业现存的环境问题或污染隐患提出技术合理、经济可行
的解决措施。"
以新带老,环境影响评价技术导则制药建设项目,给出,措施名称,环境影响评价技术导则制药建设项目,b）给出“以新带老”措施的名称、工艺或方
以新带老,环境影响评价技术导则制药建设项目,给出,工艺,环境影响评价技术导则制药建设项目,b）给出“以新带老”措施的名称、工艺或方
环境问题,环境影响评价技术导则制药建设项目,提出,解决措施,环境影响评价技术导则制药建设项目,"存的环境问题或污染隐患提出技术合理、经济可行
的解决措施。"
以新带老,环境影响评价技术导则制药建设项目,名称,措施,环境影响评价技术导则制药建设项目,b）给出“以新带老”措施的名称、工艺或方法、投资、运行费用、预期效果。
以新带老,环境影响评价技术导则制药建设项目,给出,工艺或方法,环境影响评价技术导则制药建设项目,b）给出“以新带老”措施的名称、工艺或方法、投资、运行费用、预期效果。
以新带老,环境影响评价技术导则制药建设项目,给出,投资,环境影响评价技术导则制药建设项目,b）给出“以新带老”措施的名称、工艺或方法、投资、运行费用、预期效果。
以新带老,环境影响评价技术导则制药建设项目,给出,运行费用,环境影响评价技术导则制药建设项目,b）给出“以新带老”措施的名称、工艺或方法、投资、运行费用、预期效果。
以新带老,环境影响评价技术导则制药建设项目,给出,预期效果,环境影响评价技术导则制药建设项目,b）给出“以新带老”措施的名称、工艺或方法、投资、运行费用、预期效果。
以新带老,环境影响评价技术导则制药建设项目,同,技术要求,环境影响评价技术导则制药建设项目,c）“以新带老”措施技术要求同12.2。
以新带老,环境影响评价技术导则制药建设项目,削减量,污染物,环境影响评价技术导则制药建设项目,d）核定“以新带老”措施对污染物的削减量。
三同时,环境影响评价技术导则制药建设项目,一览表,验收项目,环境影响评价技术导则制药建设项目,"12.6 “三同时”验收项目一览表
根据以上环境保护措施分析结果，列表给出环境保护措施“三同时”验收项目一览表，表中包括“三
同时”项目名称、投资、设计处理能力或工程量、预期效果。"
三同时,环境影响评价技术导则制药建设项目,包括,项目名称,环境影响评价技术导则制药建设项目,"12.6 “三同时”验收项目一览表
根据以上环境保护措施分析结果，列表给出环境保护措施“三同时”验收项目一览表，表中包括“三
同时”项目名称、投资、设计处理能力或工程量、预期效果。"
三同时,环境影响评价技术导则制药建设项目,包括,投资,环境影响评价技术导则制药建设项目,"12.6 “三同时”验收项目一览表
根据以上环境保护措施分析结果，列表给出环境保护措施“三同时”验收项目一览表，表中包括“三
同时”项目名称、投资、设计处理能力或工程量、预期效果。"
三同时,环境影响评价技术导则制药建设项目,包括,设计处理能力或工程量,环境影响评价技术导则制药建设项目,"12.6 “三同时”验收项目一览表
根据以上环境保护措施分析结果，列表给出环境保护措施“三同时”验收项目一览表，表中包括“三
同时”项目名称、投资、设计处理能力或工程量、预期效果。"
三同时,环境影响评价技术导则制药建设项目,包括,预期效果,环境影响评价技术导则制药建设项目,"12.6 “三同时”验收项目一览表
根据以上环境保护措施分析结果，列表给出环境保护措施“三同时”验收项目一览表，表中包括“三
同时”项目名称、投资、设计处理能力或工程量、预期效果。"
污染物,环境影响评价技术导则制药建设项目,确定,总量控制因子,环境影响评价技术导则制药建设项目,"13 污染物总量控制分析
根据国家和地方环境保护行政主管部门的要求，确定污染物总量控制因子，并调查地方环境保护行
政主管部门下达给企业的污染物总量控制指标。"
地方环境保护行政主管部门,环境影响评价技术导则制药建设项目,下达,污染物总量控制指标,环境影响评价技术导则制药建设项目,"13 污染物总量控制分析
